City_Name,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Hornepayne,CA,49.2138,-84.7705,61.99,35,69,16.93,broken clouds
453,Wexford,IE,52.3342,-6.4575,59.81,79,100,10.16,overcast clouds
454,Sindor,RU,62.8629,51.8905,51.73,89,8,2.95,clear sky
455,Geraldton,AU,-28.7667,114.6,64.81,68,40,14.97,scattered clouds
456,Darapidap,PH,17.2131,120.4114,79.12,75,41,4.54,scattered clouds
457,Matay,EG,28.419,30.7792,80.02,47,0,19.93,clear sky
458,Port Hedland,AU,-20.3167,118.5667,68.05,73,98,6.91,overcast clouds
459,Traverse City,US,44.7631,-85.6206,70.0,43,20,14.97,few clouds
460,Parkhill,CA,43.1501,-81.6831,74.48,77,10,16.58,clear sky
461,Northborough,US,42.3195,-71.6412,84.85,47,36,1.01,scattered clouds
462,Kloulklubed,PW,7.0419,134.2556,75.7,70,100,6.42,overcast clouds
463,Miranda,CO,3.2499,-76.2281,73.53,93,100,1.1,overcast clouds
464,Brae,GB,60.3964,-1.353,50.43,78,6,29.55,clear sky
465,Hokitika,NZ,-42.7167,170.9667,52.63,79,99,4.68,overcast clouds
466,San Policarpo,PH,12.1791,125.5072,82.53,79,68,8.41,broken clouds
467,Grindavik,IS,63.8424,-22.4338,48.67,81,75,25.32,broken clouds
468,Davila,PH,18.4726,120.5763,76.98,72,78,3.2,broken clouds
469,Balabag,PH,11.97,121.9192,84.2,76,100,12.15,overcast clouds
470,Cap-Aux-Meules,CA,47.3821,-61.8597,55.29,94,100,28.27,overcast clouds
471,Wagar,SD,16.1525,36.2032,94.78,16,50,6.78,scattered clouds
472,Umea,SE,63.8284,20.2597,54.91,87,0,4.61,clear sky
473,Opuwo,NA,-18.0607,13.84,57.97,43,13,2.64,few clouds
474,Iskateley,RU,67.6803,53.1512,57.78,80,82,3.65,broken clouds
475,Grand Gaube,MU,-20.0064,57.6608,69.39,79,0,3.0,clear sky
476,Yar-Sale,RU,66.8333,70.8333,54.19,52,85,8.7,overcast clouds
477,High Prairie,CA,55.4334,-116.4858,67.23,55,97,3.47,overcast clouds
478,Port Blair,IN,11.6667,92.75,82.27,79,57,10.29,broken clouds
479,Mehamn,NO,71.0357,27.8492,40.95,93,100,2.3,overcast clouds
480,Port Shepstone,ZA,-30.7414,30.455,57.96,54,0,7.07,clear sky
481,Pointe Michel,DM,15.25,-61.3833,80.91,72,76,14.29,broken clouds
482,Romitan,UZ,39.9343,64.3814,78.75,27,0,9.22,clear sky
483,Dalhousie,IN,32.5333,75.9833,61.7,49,96,5.21,overcast clouds
484,Chihuahua,MX,28.5,-106.0,90.43,17,1,9.55,clear sky
485,Bundaberg,AU,-24.85,152.35,56.21,71,0,3.0,clear sky
486,Impfondo,CG,1.6381,18.0667,68.77,99,94,0.72,overcast clouds
487,Tecpan,GT,14.7623,-90.9947,60.89,86,84,2.95,broken clouds
488,Kargil,IN,34.5667,76.1,49.91,53,100,5.01,overcast clouds
489,Honiara,SB,-9.4333,159.95,81.86,74,99,5.73,overcast clouds
490,Utete,TZ,-7.986,38.758,71.01,87,61,2.98,broken clouds
491,Jishou,CN,28.3167,109.7167,71.4,99,100,1.74,overcast clouds
492,Ngunguru,NZ,-35.6167,174.5,60.75,88,100,12.91,light rain
493,Gao,ML,16.6362,1.637,85.53,47,73,5.55,light rain
494,Payakumbuh,ID,-0.2202,100.6308,68.76,97,98,2.48,overcast clouds
495,Taybad,IR,34.74,60.7756,77.74,23,0,14.27,clear sky
496,Elat,IL,29.5581,34.9482,80.31,63,0,8.59,clear sky
497,Derbent,RU,42.0678,48.2899,70.11,79,44,5.91,scattered clouds
498,Torbay,CA,47.6666,-52.7314,62.28,67,0,1.99,clear sky
499,Laguna,US,38.421,-121.4238,77.31,37,0,21.85,clear sky
500,Cordoba,AR,-31.4135,-64.1811,60.76,32,0,8.05,clear sky
501,Saint-Pierre,RE,-21.3393,55.4781,68.92,88,75,5.75,moderate rain
502,Ratholo,BW,-22.7245,27.572,51.82,63,0,3.94,clear sky
503,Ayan,RU,56.45,138.1667,44.89,94,100,3.76,overcast clouds
504,Manggar,ID,-2.8833,108.2667,78.57,84,100,2.73,light rain
505,Viedma,AR,-40.8135,-62.9967,44.65,48,0,10.29,clear sky
506,Foxton,NZ,-40.4667,175.3,56.93,90,99,3.31,overcast clouds
507,Itapage,BR,-3.6867,-39.5861,71.82,80,87,3.49,overcast clouds
508,Nieuw Amsterdam,SR,5.8833,-55.0833,82.42,81,20,13.8,few clouds
509,Bradford,GB,53.7939,-1.7521,65.82,66,75,11.5,broken clouds
510,Eureka,US,40.8021,-124.1637,66.74,66,21,5.99,few clouds
511,Aldan,RU,58.6031,125.3894,52.45,77,39,3.67,scattered clouds
512,Nkongsamba,CM,4.9547,9.9404,63.45,98,100,1.21,overcast clouds
513,Weligama,LK,5.9667,80.4167,77.27,88,99,8.12,overcast clouds
514,Mount Isa,AU,-20.7333,139.5,56.97,44,3,8.05,clear sky
515,Waingapu,ID,-9.6567,120.2641,75.63,85,100,9.17,overcast clouds
516,Praia,CV,14.9215,-23.5087,74.25,80,4,14.9,clear sky
517,Ossora,RU,59.2353,163.0719,47.57,91,100,0.43,overcast clouds
518,Mabopane,ZA,-25.4977,28.1007,49.66,47,0,2.33,clear sky
519,Ucluelet,CA,48.9329,-125.5528,62.1,81,70,4.0,broken clouds
520,Upernavik,GL,72.7868,-56.1549,35.78,85,71,10.31,broken clouds
521,Marfino,RU,55.7028,37.3822,55.65,81,0,6.71,clear sky
522,Tibu,CO,8.639,-72.7358,88.77,59,86,3.53,overcast clouds
523,Hervey Bay,AU,-25.2986,152.8535,58.05,65,0,9.62,clear sky
524,Ornskoldsvik,SE,63.2909,18.7153,51.51,87,100,5.35,overcast clouds
525,Saint-Augustin,CA,51.226,-58.6502,52.11,87,100,14.79,overcast clouds
526,Shakhtinsk,KZ,49.71,72.5872,60.01,61,50,3.42,scattered clouds
527,Dibombari,CM,4.1787,9.6561,71.76,96,100,1.36,light rain
528,Kulhudhuffushi,MV,6.6221,73.07,81.64,78,100,11.3,overcast clouds
529,San Javier,ES,37.8063,-0.8374,84.22,47,60,3.0,broken clouds
530,Cherskiy,RU,68.75,161.3,52.32,41,66,10.2,broken clouds
531,Muisne,EC,0.6,-80.0333,74.95,83,100,10.04,overcast clouds
532,Yuli,NG,9.6989,10.2744,70.88,95,76,2.91,broken clouds
533,Goundam,ML,16.4145,-3.6708,91.53,39,33,16.4,light rain
534,Malabo,GQ,3.75,8.7833,76.21,81,100,6.02,overcast clouds
535,Lumphat,KH,13.4878,106.9816,74.01,98,89,1.77,overcast clouds
536,Uray,RU,60.1247,64.7758,58.19,64,2,6.35,clear sky
537,Salamiyah,SY,35.0113,37.0532,78.12,38,0,4.5,clear sky
538,West Plains,US,36.7281,-91.8524,95.83,59,0,5.75,clear sky
539,Hereford,GB,52.0568,-2.7148,66.61,79,3,1.92,clear sky
540,Lata,PT,40.1629,-8.3327,60.03,93,27,1.5,scattered clouds
541,Raton,US,36.9034,-104.4391,89.94,23,0,20.71,clear sky
542,Ulladulla,AU,-35.35,150.4667,50.29,81,51,7.52,broken clouds
543,Kasukabe,JP,35.9764,139.7536,76.01,88,100,3.18,moderate rain
544,Caxito,AO,-8.5785,13.6643,64.67,96,93,2.24,overcast clouds
545,Aloleng,PH,16.1307,119.7824,81.05,83,13,6.13,few clouds
546,Artyom,AZ,40.4723,50.333,71.74,87,0,25.17,clear sky
547,Kautokeino,NO,69.0125,23.0412,42.93,75,98,9.42,overcast clouds
548,Santa Marta,CO,11.2408,-74.199,83.01,81,27,5.61,scattered clouds
549,Longonjo,AO,-12.9067,15.2533,56.48,37,31,0.89,scattered clouds
550,Roma,US,43.2128,-75.4557,74.88,52,32,16.24,scattered clouds
551,Ivanava,BY,52.1451,25.5365,53.11,93,2,7.25,clear sky
552,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.39,85,0,13.24,clear sky
553,Saint-Joseph,RE,-21.3667,55.6167,66.58,78,24,3.74,light rain
554,Gayny,RU,60.3071,54.3241,53.11,94,48,2.73,scattered clouds
555,Pacific Grove,US,36.6177,-121.9166,70.39,61,0,13.8,clear sky
556,Fairbanks,US,64.8378,-147.7164,77.59,38,0,5.75,clear sky
557,Ust-Tsilma,RU,65.441,52.1498,58.44,67,77,2.24,broken clouds
558,El Rosario,MX,24.2556,-107.1828,92.3,41,8,14.12,clear sky
559,Tambovka,RU,50.0969,128.0489,61.39,87,0,3.4,clear sky
560,Caraballeda,VE,10.6112,-66.8522,86.36,77,40,5.75,scattered clouds
561,Igarka,RU,67.4667,86.5833,51.62,63,29,11.05,scattered clouds
562,Maniwaki,CA,46.3834,-75.966,50.05,85,99,12.77,overcast clouds
563,Tecoanapa,MX,16.5167,-98.75,81.57,74,97,12.35,overcast clouds
564,Hargeysa,SO,9.56,44.065,72.32,54,12,23.09,few clouds
565,Galesong,ID,-5.3166,119.3661,75.22,80,98,7.83,light rain
566,Batetskiy,RU,58.6461,30.3027,45.77,97,7,4.23,clear sky
567,Kolpashevo,RU,58.3131,82.9089,52.61,95,67,2.3,broken clouds
568,Sangar,RU,63.9242,127.4739,58.1,74,31,3.18,scattered clouds
569,Lugovoy,KZ,42.9472,72.7644,63.14,63,41,6.26,scattered clouds
570,San Borja,BO,-14.8167,-66.85,77.25,68,21,0.58,few clouds
571,Kondinskoye,RU,59.6481,67.41,56.12,66,67,3.83,broken clouds
572,Yarmouth,US,41.7057,-70.2286,73.87,87,75,12.66,broken clouds
573,Weihai,CN,37.5017,122.1136,69.53,90,13,8.79,moderate rain
574,Mahibadhoo,MV,3.7833,72.9667,82.63,73,96,7.81,overcast clouds
575,Mirante Do Paranapanema,BR,-22.2919,-51.9064,66.25,94,64,5.03,light rain
576,Basco,PH,20.4487,121.9702,84.81,75,74,9.15,broken clouds
577,Redwater,US,33.3582,-94.2544,98.33,34,22,8.75,few clouds
578,Qaqortoq,GL,60.7167,-46.0333,43.99,87,100,6.42,light rain
579,Sarangani,PH,5.4033,125.4636,82.83,72,32,9.6,scattered clouds
580,Ocampo,MX,21.65,-101.5,74.64,27,41,21.39,scattered clouds
581,Tarko-Sale,RU,64.9225,77.785,50.74,54,15,10.16,few clouds
582,Santa Maria,BR,-29.6842,-53.8069,52.66,95,81,7.23,broken clouds
583,Saurimo,AO,-9.6608,20.3916,59.32,39,0,5.23,clear sky
584,Moree,AU,-29.4667,149.85,37.42,93,54,0.0,broken clouds
585,Zeya,RU,53.75,127.2667,60.67,86,43,2.8,light rain
586,Port Hawkesbury,CA,45.6169,-61.3485,63.79,85,97,15.01,overcast clouds
587,Cabedelo,BR,-6.9811,-34.8339,75.87,78,10,7.49,clear sky
588,Yashalta,RU,46.3395,42.2762,64.54,55,13,2.71,few clouds
589,Mantua,IT,45.1667,10.7833,81.64,78,94,9.1,overcast clouds
590,Tshane,BW,-24.0196,21.8684,55.02,22,0,11.12,clear sky
591,Phalaborwa,ZA,-23.943,31.1411,55.56,62,0,3.51,clear sky
592,Nadym,RU,65.5333,72.5167,53.51,51,72,6.55,broken clouds
593,Boissevain,CA,49.2306,-100.0559,79.65,67,14,15.14,few clouds
594,Tupik,RU,54.4253,119.9327,55.92,87,50,1.54,scattered clouds
595,Poum,NC,-20.2333,164.0167,75.65,84,100,15.79,moderate rain
596,Kieta,PG,-6.2167,155.6333,81.68,73,79,2.17,broken clouds
597,Bathsheba,BB,13.2167,-59.5167,83.01,69,20,17.27,few clouds
598,Isangel,VU,-19.55,169.2667,79.81,80,100,9.37,overcast clouds
599,Jaguaruna,BR,-28.615,-49.0256,64.06,98,100,5.17,overcast clouds
600,Necochea,AR,-38.5473,-58.7368,47.77,57,100,23.91,overcast clouds
601,Inuvik,CA,68.3499,-133.7218,74.88,29,38,18.57,scattered clouds
602,Kuala Pilah,MY,2.7389,102.2487,73.51,95,100,2.15,light rain
603,Labuhan,ID,-6.8844,112.2051,77.04,86,100,4.85,light rain
604,Starkville,US,33.4504,-88.8184,87.67,51,0,6.91,clear sky
605,Agadez,NE,19.75,10.25,90.19,14,67,10.22,broken clouds
606,Kabinda,CD,-6.1333,24.4833,72.79,39,90,2.77,overcast clouds
607,Dhidhdhoo,MV,6.8833,73.1,81.63,78,100,11.54,overcast clouds
608,Mazatlan,MX,23.2167,-106.4167,89.56,69,20,11.5,few clouds
609,Ursulo Galvan,MX,22.7333,-98.3,96.03,47,6,12.82,clear sky
610,Moose Factory,CA,51.2585,-80.6094,40.98,87,100,21.85,overcast clouds
611,Yashkul,RU,46.1711,45.3435,69.64,41,39,5.39,scattered clouds
612,Sobolevo,RU,54.4299,31.8996,51.33,92,61,6.42,broken clouds
613,Porto Novo,BJ,6.4965,2.6036,74.3,94,97,9.78,moderate rain
614,Umm Bab,QA,25.2142,50.8072,87.8,47,0,7.45,clear sky
615,Aksu,CN,41.1231,80.2644,72.23,24,1,1.68,clear sky
616,Finnsnes,NO,69.2296,17.9811,48.81,68,3,4.83,light rain
617,Tomatlan,MX,19.9333,-105.25,89.98,47,90,14.38,overcast clouds
618,Ust-Kuyga,RU,70.0167,135.6,44.1,62,10,3.96,clear sky
619,Smithers,CA,54.7804,-127.1743,64.49,61,98,3.13,light rain
620,La Seyne-Sur-Mer,FR,43.0982,5.8847,78.85,85,8,1.01,clear sky
621,Batesville,US,35.7698,-91.641,96.62,54,0,5.75,clear sky
622,Shelburne,CA,44.0787,-80.2041,61.36,59,4,23.53,clear sky
623,Pundaguitan,PH,6.3711,126.1689,82.33,72,100,7.54,overcast clouds
624,High Level,CA,58.5169,-117.136,60.91,82,75,6.91,light rain
625,Sur,OM,22.5667,59.5289,87.22,71,1,8.7,clear sky
626,Orotukan,RU,62.2667,151.7,49.68,86,100,2.98,light rain
627,Anloga,GH,5.7947,0.8973,76.14,88,100,17.09,moderate rain
628,Manicore,BR,-5.8092,-61.3003,77.9,68,16,2.06,few clouds
629,Gorontalo,ID,0.5412,123.0595,73.6,95,16,2.51,few clouds
630,Blagoyevo,RU,63.3667,47.9167,51.04,85,39,3.49,scattered clouds
631,Pucallpa,PE,-8.3791,-74.5539,87.84,55,20,3.44,few clouds
632,Sola,VU,-13.8833,167.55,80.98,79,100,14.61,moderate rain
633,Halifax,CA,44.6453,-63.5724,60.69,96,100,17.0,overcast clouds
634,Tucurui,BR,-3.7661,-49.6725,79.84,69,96,2.66,overcast clouds
635,Banjar,ID,-8.19,114.9675,75.69,89,32,3.94,scattered clouds
636,Hadrut,AZ,39.52,47.0318,66.92,57,1,5.57,clear sky
637,Zarechnyy,RU,53.2036,45.1923,58.53,71,99,3.38,overcast clouds
638,Blythe,US,33.6103,-114.5964,109.04,6,0,19.57,clear sky
639,Bata,GQ,1.8639,9.7658,74.43,88,100,1.97,light rain
640,Ostroh,UA,50.3294,26.5143,51.85,96,7,7.96,clear sky
641,Camacha,PT,33.0833,-16.3333,63.82,82,40,12.66,scattered clouds
642,Namibe,AO,-15.1961,12.1522,62.01,87,5,8.88,clear sky
643,Sonoita,MX,31.85,-112.8333,99.77,17,0,26.28,clear sky
644,Tangkak,MY,2.2673,102.5453,76.87,95,99,1.12,overcast clouds
645,Ginda,IN,30.6945,78.4932,62.65,67,44,4.65,scattered clouds
646,Kiunga,PG,-6.1219,141.2906,73.13,100,96,0.98,overcast clouds
647,Chikwawa,MW,-16.0335,34.8009,63.59,93,13,1.99,few clouds
648,Linhares,BR,-19.3911,-40.0722,64.98,79,0,4.94,clear sky
649,Tiarei,PF,-17.5333,-149.3333,84.22,73,10,16.26,clear sky
650,Santa Cruz De Tenerife,ES,28.4682,-16.2546,73.92,90,75,18.41,fog
651,Kalemie,CD,-5.9475,29.1947,70.12,67,5,3.02,clear sky
652,Gondar,ET,12.6,37.4667,64.96,63,78,5.5,broken clouds
653,Sakaiminato,JP,35.55,133.2333,71.58,88,20,2.3,few clouds
654,Swan River,CA,52.1058,-101.2676,67.89,52,69,14.97,broken clouds
655,Thunder Bay,CA,48.4001,-89.3168,73.31,23,20,11.5,few clouds
656,Touros,BR,-5.1989,-35.4608,75.72,76,26,9.6,scattered clouds
657,Juneau,US,58.3019,-134.4197,73.4,71,20,10.36,few clouds
658,Bom Jesus,BR,-9.0744,-44.3586,82.04,39,60,2.59,broken clouds
659,Wukari,NG,7.85,9.7833,69.48,97,98,4.61,overcast clouds
660,Muncar,ID,-8.4333,114.3333,75.4,89,74,0.96,broken clouds
661,Milkovo,RU,54.7167,158.6167,61.38,61,99,5.95,overcast clouds
662,Inhambane,MZ,-23.865,35.3833,64.22,74,0,4.54,clear sky
663,Voznesenye,RU,61.0106,35.4781,48.29,97,100,7.9,overcast clouds
664,Znamenskoye,RU,57.1281,73.8282,53.17,98,38,5.12,scattered clouds
665,Prainha,BR,-1.8,-53.48,78.48,72,75,3.31,broken clouds
666,Puurmani,EE,58.5738,26.2878,55.27,89,72,3.22,broken clouds
667,Ukiah,US,39.1502,-123.2078,71.17,42,40,10.36,scattered clouds
668,Skelmersdale,GB,53.5502,-2.7735,63.21,88,100,4.0,light rain
669,Sao Francisco,BR,-15.9486,-44.8644,71.15,36,2,1.88,clear sky
670,Dzilam Gonzalez,MX,21.2833,-88.9333,85.86,62,79,11.88,broken clouds
671,Burnie,AU,-41.0667,145.9167,44.94,89,82,5.41,broken clouds
672,Oussouye,SN,12.485,-16.5469,82.58,73,99,8.14,overcast clouds
673,Coahuayana,MX,18.7333,-103.6833,86.13,63,91,11.39,overcast clouds
674,Taicheng,CN,38.731,113.228,70.39,59,100,2.68,overcast clouds
675,Paro,BT,27.4305,89.4133,59.94,98,100,0.76,overcast clouds
676,Nishihara,JP,26.1842,127.7558,78.46,88,75,10.36,mist
677,Beidao,CN,34.5686,105.8933,63.59,71,100,2.95,overcast clouds
678,Da Nang,VN,16.0678,108.2208,80.58,83,20,1.14,few clouds
679,Nivala,FI,63.9167,24.9667,48.69,97,22,4.29,few clouds
680,Kaduqli,SD,11.0167,29.7167,79.52,62,100,1.54,overcast clouds
